14:43:18.245,1
14:43:18.265,2
14:43:18.273,2
14:43:18.293,3
14:43:18.297,2
14:43:18.301,2
14:43:18.305,4
14:43:18.309,4
14:43:18.313,3
14:43:18.317,1
14:43:18.321,2
14:43:18.333,2
14:43:18.325,1
14:43:18.337,4
14:43:18.341,2
14:43:18.345,2
14:43:18.353,7
14:43:18.357,2
14:43:18.361,2
14:43:18.365,3
14:43:18.377,1
14:43:18.381,1
14:43:18.385,5
14:43:18.389,2
14:43:18.393,2
14:43:18.401,2
14:43:18.397,2
14:43:18.405,1
14:43:18.413,1
14:43:18.417,1
14:43:18.421,1
14:43:18.429,2
14:43:18.409,1
14:43:18.433,1
14:43:18.437,1
14:43:18.441,2
14:43:18.445,2
14:43:18.501,2
14:43:18.505,5
14:43:18.509,2
14:43:18.529,1
14:43:18.533,1
14:43:18.537,1
14:43:18.541,1
14:43:18.545,1
14:43:18.553,1
14:43:18.549,2
14:43:18.557,3
14:43:18.581,1
14:43:18.585,1
14:43:18.589,6
14:43:18.609,4
14:43:18.613,5
14:43:18.617,4
14:43:18.701,2
14:43:18.705,3
14:43:18.709,2
14:43:18.713,2
14:43:18.721,3
14:43:18.717,1
14:43:18.725,4
14:43:18.729,4
14:43:18.733,3
14:43:18.737,2
14:43:18.741,2
14:43:18.745,2
14:43:18.749,2
14:43:18.761,2
14:43:18.765,2
14:43:18.769,3
14:43:18.773,3
14:43:18.777,3
14:43:18.781,3
14:43:18.789,2
14:43:18.805,1
14:43:18.785,1
14:43:18.809,1
14:43:18.813,2
14:43:18.821,2
14:43:18.825,1
14:43:18.829,5
14:43:18.833,3
14:43:18.837,1
14:43:18.841,3
14:43:18.845,4
14:43:18.853,1
14:43:18.857,1
14:43:18.881,1
14:43:18.909,1
14:43:18.913,1
14:43:18.917,3
14:43:18.905,1
14:43:18.921,2
14:43:18.933,2
14:43:18.937,1
14:43:18.941,3
14:43:18.945,2
14:43:18.949,2
14:43:18.925,1
14:43:18.953,2
14:43:18.977,1
14:43:18.981,5
14:43:18.957,1
14:43:18.985,1
14:43:18.989,11
14:43:18.993,3
14:43:19.001,3
14:43:19.013,4
14:43:19.017,2
14:43:19.021,9
14:43:19.025,14
14:43:19.029,1
14:43:19.033,1
14:43:19.057,7
14:43:19.049,2
14:43:19.061,7
14:43:19.065,2
14:43:19.069,4
14:43:19.141,2
14:43:19.145,9
14:43:19.149,5
14:43:19.153,18
14:43:19.157,12
14:43:19.161,25
14:43:19.165,16
14:43:19.169,5
14:43:19.173,10
14:43:19.177,15
14:43:19.181,14
14:43:19.185,2
14:43:19.189,3
14:43:19.193,8
14:43:19.197,6
14:43:19.233,2
14:43:19.237,2
14:43:19.241,2
14:43:19.245,2
14:43:19.249,2
14:43:19.253,2
14:43:19.257,2
14:43:19.265,2
14:43:19.269,4
14:43:19.273,7
14:43:19.277,4
14:43:19.325,2
14:43:19.329,3
14:43:19.281,1
14:43:19.333,2
14:43:19.337,2
14:43:19.345,2
14:43:19.357,1
14:43:19.365,2
14:43:19.361,1
14:43:19.369,9
14:43:19.381,2
14:43:19.385,1
14:43:19.389,2
14:43:19.393,2
14:43:19.397,3
14:43:19.405,1
14:43:19.417,1
14:43:19.409,1
14:43:19.421,2
14:43:19.425,3
14:43:19.413,1
14:43:19.429,1
14:43:19.445,2
14:43:19.449,2
14:43:19.461,1
14:43:19.465,2
14:43:19.469,2
14:43:19.473,2
14:43:19.477,7
14:43:19.481,2
14:43:19.485,2
14:43:19.501,3
14:43:19.497,1
14:43:19.509,1
14:43:19.513,5
14:43:19.525,3
14:43:19.521,1
14:43:19.529,2
14:43:19.533,5
14:43:19.537,1
14:43:19.541,4
14:43:19.545,3
14:43:19.553,2
14:43:19.557,4
14:43:19.561,3
14:43:19.565,1
14:43:19.569,1
14:43:19.573,3
14:43:19.577,1
14:43:19.581,1
14:43:19.593,1
14:43:19.601,2
14:43:19.609,2
14:43:19.613,1
14:43:19.617,1
14:43:19.625,1
14:43:19.629,3
14:43:19.665,2
14:43:19.669,3
14:43:19.673,2
14:43:19.677,2
14:43:19.701,1
14:43:19.709,3
14:43:19.713,2
14:43:19.721,4
14:43:19.717,1
14:43:19.737,2
14:43:19.749,4
14:43:19.753,2
14:43:19.757,4
14:43:19.761,5
14:43:19.765,3
14:43:19.877,2
14:43:19.769,1
14:43:19.881,3
14:43:19.885,2
14:43:19.889,1
14:43:19.893,3
14:43:19.897,5
14:43:19.901,4
14:43:19.905,4
14:43:19.909,2
14:43:19.913,3
14:43:19.917,2
14:43:19.925,4
14:43:19.921,2
14:43:19.929,4
14:43:19.933,2
14:43:19.937,2
14:43:19.945,1
14:43:19.949,2
14:43:19.953,3
14:43:19.969,3
14:43:19.965,1
14:43:19.977,2
14:43:19.985,1
14:43:19.989,2
14:43:19.993,1
14:43:19.997,3
14:43:20.001,3
14:43:20.005,3
14:43:20.009,4
14:43:20.017,1
14:43:20.021,1
14:43:20.057,1
14:43:20.081,1
14:43:20.085,1
14:43:20.089,1
14:43:20.093,4
14:43:20.097,2
14:43:20.105,1
14:43:20.113,2
14:43:20.109,2
14:43:20.117,1
14:43:20.121,3
14:43:20.129,3
14:43:20.125,1
14:43:20.149,2
14:43:20.153,3
14:43:20.157,2
14:43:20.161,2
14:43:20.165,12
14:43:20.185,1
14:43:20.181,1
14:43:20.201,1
14:43:20.205,3
14:43:20.177,1
14:43:20.209,2
14:43:20.213,15
14:43:20.217,8
14:43:20.221,1
